Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Target
1.9941965,1046.1425,1.4672587,0.17136931,692.06177,0.9978236,0.027304888,4.104494,0.00863871,0.063210964,0.3511051,2.5492907e-05,0.54208934,0.0058336556,5.860068,0.000830926,0.8825197,0.0011680424,0.010353622,84.063034,0.00581046,3.4924726,4.008451,597.62744,427.05743,65.135284
1.6585975,1030.0886,1.4658546,0.34651458,660.6142,0.99328774,0.14691949,10.935883,0.012976885,0.057403076,0.34385878,0.033254497,0.51906455,0.010920823,5.9024577,0.0010357276,0.831927,0.0024391138,0.046634413,83.96436,0.011507225,3.3542273,3.9800665,599.62573,402.342,179.76195
0.0016252995,1048.1064,1.2257177,0.23473799,619.47107,0.99667597,0.22801906,5.2324543,0.011609197,0.05891806,0.35185915,0.69997615,0.5217239,0.018038541,5.8570776,0.0002009958,0.7625314,0.0013379741,0.014772537,83.70905,0.016301401,3.5063033,4.013027,597.1384,390.02362,617.2086
0.0039808154,0.17766953,0.00928393,4.9740314,0.8424133,0.00017797947,5.8924317,16.399452,0.006796837,0.038261287,0.00073072076,2.9206277e-07,0.002144146,0.014436185,5.897638,0.01406618,0.0038579404,0.0014989101,4.210495,89.58943,0.07867598,0.0016547441,0.00031365038,607.22253,127.16999,1.6640551
1.0728836e-06,1073.6061,0.85259235,0.030605495,602.6504,0.9998902,0.01232326,0.25502086,0.0018585622,0.070457675,0.41153702,0.7,0.46930534,0.00584656,5.788901,4.900992e-06,0.68689054,0.00010348141,4.9290957e-05,83.20992,0.0073843827,3.7325509,4.0198984,578.0327,447.3944,740.67554
1.2718887,1044.7456,1.3877153,0.1824215,644.1693,0.9973603,0.04287511,4.495497,0.0084242225,0.06483527,0.3687522,0.11685345,0.52112514,0.011003524,5.864404,0.00021122544,0.8592202,0.0010881284,0.004064298,83.8952,0.011932146,3.3995385,4.013406,588.6131,446.98123,186.4519
1.9822078,1040.756,1.4564677,0.27282685,693.8702,0.9965473,0.062447786,7.002657,0.010759562,0.06034843,0.34443733,0.00021860897,0.5357112,0.0074777305,5.8901463,0.001124835,0.8836129,0.0015173308,0.019921236,83.9968,0.0070890523,3.462781,3.9963872,595.626,420.92413,85.13092
0.15176654,1041.0391,1.3021181,0.19865483,619.25323,0.9962727,0.077587366,4.962417,0.0079731345,0.06264383,0.37573585,0.6810672,0.49772325,0.011344403,5.8627625,0.00013844669,0.800762,0.0014474776,0.005099786,83.78681,0.012570387,3.380661,4.0123186,596.11847,443.7512,315.29657
1.9784458,1035.964,1.5225952,0.22464544,679.8499,0.9961934,0.06400645,8.217587,0.014972389,0.06008949,0.3461004,0.00029108225,0.534062,0.0076787174,5.8852873,0.0011267886,0.85756004,0.0016811484,0.02503678,84.0422,0.0078102867,3.4362946,3.9967937,600.70447,408.2433,97.85489
1.9973373,1044.6007,1.5414437,0.1652211,698.0653,0.997977,0.028343499,3.3870616,0.008222789,0.06572419,0.35297605,7.0303677e-06,0.5517982,0.005735725,5.855085,0.0009333625,0.9027149,0.0012445962,0.007878737,84.09254,0.00489623,3.5244017,4.0081224,594.09357,434.56998,50.953014
0.8462574,1011.44995,1.5042996,0.50209016,632.87244,0.98669326,0.5014688,18.411295,0.024102837,0.05280741,0.34297714,0.45569885,0.4956428,0.017536342,5.9304132,0.0014861018,0.80971944,0.0046074144,0.13570897,83.982864,0.015281285,3.324173,3.9427342,607.2256,383.1525,330.78958
0.009627044,1016.5335,1.4200989,0.4565686,626.5957,0.9869659,1.0710925,15.104605,0.026126355,0.050946157,0.33464423,0.69982827,0.49240208,0.023385614,5.9082184,0.0012328938,0.75351775,0.0050531654,0.16416144,83.88866,0.02238472,3.3823774,3.971907,605.21857,377.11063,607.637
1.9998565,1051.3591,1.8226233,0.0831902,732.98035,0.99907446,0.013439357,1.7272446,0.010502636,0.071773686,0.35313705,2.0861625e-08,0.58949023,0.0047678947,5.8224297,0.002073866,0.9679849,0.0007429412,0.006144855,84.02989,0.0032020372,3.685285,4.0115166,601.0146,458.71313,16.73982
1.9858214,1035.7291,1.4941831,0.25583953,686.43536,0.99606156,0.059320033,6.5369363,0.011060715,0.061749898,0.34196043,0.0001149267,0.5351838,0.008395791,5.8823566,0.0012971207,0.8723923,0.0015205303,0.026186103,84.02834,0.0072761746,3.4364233,3.9955745,597.5031,415.70978,86.039116
1.29666,1055.7477,1.2652677,0.067439675,639.164,0.9995134,0.005170703,1.1864614,0.003091514,0.07362052,0.4017975,0.06590244,0.49248838,0.006016463,5.8181224,2.4318695e-05,0.85034925,0.00039135487,0.00012732446,83.677185,0.0084966365,3.4226925,4.0190516,572.5929,497.32977,121.906586
0.0015102029,0.038495064,0.004280269,5.0648375,0.3476131,3.540516e-05,4.5805707,11.900664,0.005372137,0.030775467,0.00027852715,2.0861625e-08,0.0010414838,0.011589408,5.913804,0.011738057,0.0015463888,0.001023786,4.221585,89.62522,0.08782967,0.0003991127,6.97267e-05,610.7412,122.30621,0.41538087
0.0008093715,983.5624,1.2009473,0.7951945,579.734,0.97955054,2.7348042,13.377996,0.052645713,0.053690217,0.275601,0.69998634,0.42615572,0.030129164,5.9141197,0.0035185427,0.75896454,0.0056202216,0.54013985,84.01905,0.045351908,3.2379537,3.8799798,608.17554,290.86844,719.16534
0.00070142746,1043.3063,1.249866,0.23250878,634.8224,0.9952327,0.53507835,4.9613447,0.01488471,0.055383146,0.33986712,0.69999564,0.49964184,0.02219221,5.874406,0.00038924365,0.73447233,0.0030129724,0.040495988,83.68803,0.017989546,3.5766478,4.0082636,600.88165,374.28384,678.84296
1.6400414,1047.705,1.375217,0.16719252,657.69336,0.9977338,0.035715103,4.0925503,0.006974727,0.06546909,0.37268153,0.031024763,0.51433223,0.008160263,5.8601995,0.00019735695,0.8525979,0.0011188195,0.0037243036,83.884026,0.009103509,3.4137473,4.011572,586.30884,451.78607,145.98677
1.2402502,1027.1945,1.4741588,0.4089296,647.5615,0.9909425,0.26254207,15.082026,0.019643515,0.05599744,0.34326106,0.1894813,0.51844025,0.012729317,5.922465,0.0014215127,0.8151889,0.0033122771,0.09220056,83.965614,0.013945406,3.380229,3.9677484,605.04553,394.6224,227.31824
0.07108581,1041.9766,1.2961069,0.25399923,610.61896,0.99614775,0.11719614,6.2012534,0.010347545,0.060754053,0.36702794,0.6946567,0.50580066,0.014349163,5.8752623,0.00017919391,0.79004145,0.0016909274,0.008259702,83.78688,0.015793981,3.3665633,4.0109744,598.1362,426.04303,380.2323
1.808945,1055.0975,1.3127651,0.06543398,638.4966,0.9994052,0.0046357512,1.1640644,0.0028161705,0.072884835,0.39903873,0.006270817,0.49492446,0.0054278076,5.8217626,3.8696824e-05,0.8476005,0.0004568708,0.00023813457,83.71745,0.0067638303,3.4485383,4.018596,576.0617,493.1675,97.22022
1.8536203,1053.2045,1.3875623,0.11348575,662.7175,0.9990666,0.009946525,1.943816,0.0040890276,0.070337996,0.38361815,0.004219076,0.51582634,0.006027311,5.836945,9.37745e-05,0.8645131,0.00063572585,0.0006865436,83.830635,0.007249975,3.4285803,4.01698,581.748,475.0134,95.89913
0.0028902292,0.044642687,0.0042181313,4.1138396,0.32099366,4.1365623e-05,4.6110587,10.695551,0.0028856993,0.027714133,0.00033240378,4.172325e-08,0.00095560553,0.0109959245,5.9020615,0.010470519,0.0016525328,0.00091125997,4.2162814,89.617966,0.078931116,0.00048244,6.7450404e-05,606.8154,121.675644,0.5254467
1.9982702,1056.9243,1.3610322,0.04107654,686.6192,0.9998157,0.0009909272,0.44515938,0.0018894672,0.07728838,0.3957616,2.503395e-06,0.5368471,0.0028768182,5.805851,5.9884787e-05,0.9050391,0.00025515317,6.9839356e-05,83.67812,0.0036783356,3.5591574,4.0192647,576.92053,497.07788,30.895817
1.7620499,1012.51843,1.5225894,0.49560517,647.1032,0.98792124,0.28075427,17.134083,0.02256602,0.055123262,0.33149898,0.019260664,0.5105168,0.012104094,5.923151,0.0021167859,0.82225996,0.004080766,0.13841783,84.062675,0.0115370825,3.3286877,3.940934,601.1891,385.63565,196.04854
1.591444e-05,1070.5947,0.9700036,0.054252148,602.4605,0.9997375,0.020334125,0.49622536,0.002566725,0.068112575,0.39892736,0.6999999,0.48814544,0.007909626,5.7987556,8.806586e-06,0.74468136,0.00015741854,0.000116104784,83.324356,0.009451343,3.6635094,4.0197725,583.90857,434.68124,685.5934
0.6617663,1058.1827,1.2755638,0.091288984,623.9284,0.9990443,0.01142025,1.6725972,0.0038051605,0.07152325,0.39585534,0.37932092,0.4916169,0.007799685,5.827757,3.3141674e-05,0.8342697,0.00044951765,0.00034478455,83.66461,0.010264081,3.413793,4.018521,579.65594,487.4371,178.67119
1.999438,1050.535,1.5921469,0.10833144,711.1309,0.99908316,0.013445318,2.0307863,0.0066152215,0.06807647,0.35336998,5.632639e-07,0.56961143,0.0048616827,5.8393307,0.00092838553,0.95310044,0.00078170985,0.0040382026,84.08713,0.004116689,3.6396027,4.012854,596.64545,450.68457,31.711071
1.990523,1028.0212,1.5181408,0.25902987,686.17755,0.99537987,0.079499185,6.7295656,0.014993042,0.06112646,0.33345345,5.4448843e-05,0.53007466,0.007271409,5.888765,0.0017967254,0.8749887,0.0022891697,0.043573458,84.11333,0.0070922878,3.4544506,3.9836912,599.86566,402.34668,85.32851
0.00033283234,1060.3333,1.0927691,0.08740276,593.3637,0.9992175,0.036489964,1.5036196,0.0050179064,0.063558295,0.38017544,0.6999957,0.50518954,0.008431256,5.81864,3.429055e-05,0.7470536,0.0004280287,0.0011520972,83.48981,0.011265313,3.5787282,4.0186877,592.55914,422.73715,616.6968
1.9445052,1022.33954,1.5821319,0.38321316,679.3988,0.9919855,0.20722598,16.453844,0.026040643,0.057842564,0.33559102,0.0012548476,0.5351229,0.012255877,5.9097657,0.0024001226,0.8972047,0.0033938992,0.106990874,83.99372,0.0091226045,3.3657727,3.9570403,598.1654,388.82278,148.85294
2.9683113e-05,1061.537,1.0588142,0.11192262,643.70123,0.99872416,0.15679151,1.5814638,0.0073721707,0.061200935,0.36496544,0.6999999,0.4911593,0.016147584,5.8358617,8.8194014e-05,0.7086577,0.00081720355,0.0039104996,83.47401,0.013099259,3.6710153,4.0179825,591.8223,391.36035,726.5209
0.0026271343,1061.4297,1.1229436,0.058956444,569.1211,0.99956536,0.013524294,1.1732087,0.0033418834,0.06776937,0.39822128,0.6999257,0.49684682,0.0065265,5.8092785,1.2730062e-05,0.77585346,0.0003180334,0.00028931646,83.517365,0.01031669,3.5270157,4.019333,585.80756,465.12778,501.67258
0.0017370582,0.0608325,0.0057593286,4.822567,0.4969573,5.4985285e-05,4.1104674,12.874972,0.0062822998,0.0361347,0.00030986607,4.172325e-08,0.0013654947,0.0112859905,5.900973,0.013656298,0.002082616,0.0011524281,4.2207236,89.62267,0.08167419,0.00049960613,0.00010231376,612.0347,120.752754,0.5380385
0.3795187,1045.432,1.3396233,0.18048137,629.5364,0.9971794,0.053732097,5.127959,0.0074270368,0.06462051,0.3773518,0.5869746,0.50747544,0.011394024,5.8580985,0.00012825578,0.8267592,0.0010876334,0.0039260057,83.80031,0.011853196,3.3690786,4.014044,590.4054,451.27274,256.5949
1.9988805,1043.9778,1.7217132,0.15587956,709.43695,0.998128,0.030876696,3.9945087,0.012191862,0.0674849,0.34859663,1.1682511e-06,0.56737703,0.0063203275,5.856216,0.002054879,0.91781497,0.0012209994,0.018588489,84.06269,0.0049127233,3.5962784,4.0022545,603.1722,429.74478,36.428127
1.9999125,1055.6381,1.8707768,0.06912947,740.3505,0.99938536,0.008527935,1.3469675,0.008922905,0.07261114,0.35537532,0.0,0.5996734,0.0038413405,5.8144345,0.0018502891,0.96880805,0.0007307002,0.0046463343,84.03702,0.0025140352,3.7051702,4.0131164,601.7632,465.37732,13.10685
0.013379395,1050.0298,1.2624907,0.1844123,602.5628,0.9979849,0.07014871,3.4529438,0.0073708,0.06217765,0.3761897,0.69949704,0.5039524,0.012238562,5.8479304,8.110702e-05,0.77546036,0.00090970605,0.0029703157,83.69714,0.014926066,3.4276896,4.0162287,595.865,443.36276,456.9754
0.005512297,1059.1156,1.2023265,0.08454919,593.9275,0.9992296,0.023442507,1.7376614,0.0041337907,0.065675355,0.3926492,0.69980067,0.5090904,0.008196354,5.81787,2.438724e-05,0.78794426,0.00042859255,0.00057384255,83.610695,0.011095599,3.4879901,4.018786,591.3229,459.27716,465.78256
0.0019959211,0.13447523,0.0085992515,5.1475496,1.0108271,0.00014266372,3.576961,13.177823,0.00973016,0.039507996,0.000410614,2.0861625e-08,0.001937747,0.011494577,5.902379,0.016651198,0.0028852045,0.0011656362,4.2211013,89.62837,0.0770921,0.0009571314,0.0002312243,612.47784,123.485504,0.7031249
0.00083589554,1059.2014,1.158217,0.109781325,610.6613,0.9990383,0.049117208,2.894054,0.0052824914,0.0630033,0.3767201,0.6999883,0.5086162,0.0095484555,5.824936,4.5721234e-05,0.7545646,0.00053289026,0.0016719844,83.52909,0.01291794,3.5517197,4.018084,591.84357,430.37848,576.9399
1.9947343,1049.3777,1.3402433,0.087189674,679.0093,0.9992899,0.006444752,1.5833908,0.0038340688,0.07079941,0.37115136,2.0444393e-05,0.5296334,0.004406035,5.8371024,0.00020751209,0.87229675,0.00065162213,0.00085887284,83.86336,0.0050583137,3.4988666,4.016742,587.0529,467.04852,52.24215
0.0025289059,0.054073334,0.005147785,4.700719,0.4569134,5.3614378e-05,4.428311,12.871191,0.0048223436,0.031387143,0.00036803365,6.2584874e-08,0.0012028456,0.011213988,5.9028344,0.012576759,0.0019281149,0.0011841649,4.2184267,89.612206,0.08226018,0.0005707741,9.2250106e-05,610.18933,124.517166,0.52624303
1.7376791,1055.8687,1.2837017,0.051945448,645.60297,0.9994371,0.0043675303,0.9642181,0.0028052926,0.07385209,0.40385798,0.011409911,0.48289794,0.0049101114,5.8149495,2.8786064e-05,0.8425331,0.00044709502,0.00014762074,83.67273,0.0068061007,3.4459321,4.0189157,573.26996,499.42502,97.60445
0.1462493,1016.05237,1.3831731,0.41210204,620.88544,0.9879161,0.43037534,14.810007,0.02315247,0.054547437,0.3502554,0.687897,0.4945597,0.016260415,5.9118066,0.0007322818,0.77803284,0.0034683123,0.07731091,83.92183,0.018514022,3.3223748,3.97689,604.98425,392.47235,402.3593
1.8780339,1039.933,1.4253275,0.18612444,668.1457,0.99758756,0.033192337,3.9376254,0.007427156,0.06500003,0.3648942,0.0036316128,0.523906,0.007317543,5.868293,0.00030645131,0.86159676,0.0012254971,0.005168365,83.99289,0.008441987,3.4004812,4.009931,587.64484,447.26797,109.69303
1.9889004,1037.6276,1.5280334,0.24121553,690.0366,0.996772,0.04979819,6.690171,0.012522817,0.061042033,0.3407043,8.7180735e-05,0.5339402,0.006862849,5.875504,0.0012672528,0.85948145,0.0016900062,0.024009233,84.040085,0.0065443194,3.4669907,3.996243,603.3547,406.58038,78.85664
1.9954739,1049.4387,1.4511464,0.14090538,699.9895,0.99880505,0.01488328,2.9158692,0.005733341,0.06573312,0.35707358,1.8024444e-05,0.55093986,0.004885316,5.849437,0.000487338,0.89847493,0.0008716324,0.0040002572,83.951355,0.004819848,3.5389614,4.0133743,593.16583,438.78644,55.72265
0.17571992,1004.1147,1.5778096,0.5940452,615.7013,0.9781035,0.8943096,27.085367,0.030813694,0.05261759,0.34651265,0.6873815,0.4941396,0.02378264,5.9529305,0.001525189,0.8027368,0.0047445144,0.23689295,83.981705,0.026129063,3.2606997,3.9302106,606.3297,382.11462,458.83102
0.934917,1054.3966,1.2547204,0.04839301,618.20624,0.9995713,0.0038906932,0.83627135,0.002452463,0.07527745,0.41067222,0.21651426,0.4754359,0.0057392716,5.809824,1.257211e-05,0.850852,0.00036997406,8.0680846e-05,83.5838,0.008357762,3.3953614,4.0192437,571.02704,503.09003,149.06598
0.0017858148,0.021854639,0.0029070675,3.9172664,0.2287665,1.9401312e-05,4.15207,10.085104,0.0028811991,0.026488822,0.00024230778,2.0861625e-08,0.0006955862,0.010149956,5.8985705,0.009955078,0.0010761261,0.0008240518,4.220117,89.634705,0.08352066,0.0002824068,3.318608e-05,609.3393,118.02603,0.290185
1.9965963,1036.8209,1.8916476,0.3264293,728.8104,0.9948832,0.09628981,8.769024,0.054020017,0.06378198,0.33828893,6.2584877e-07,0.52494687,0.009214103,5.8706627,0.0074215173,0.9196372,0.0029563275,0.12103892,84.23862,0.0058525545,3.4466596,3.9460387,616.8868,412.31,32.800358
8.34465e-07,1076.6422,0.7525394,0.0054314733,546.4226,0.9999937,0.0002577901,0.027978122,0.00028783083,0.078419946,0.4394517,0.7,0.4252444,0.0020359457,5.7622056,5.066395e-08,0.8171641,8.143186e-06,0.0,83.11262,0.0039721187,3.7297006,4.0199986,560.78156,511.9014,651.3332
1.9996642,1050.7378,1.5887387,0.09030104,713.8192,0.9993254,0.009262562,1.7745473,0.0062417984,0.067740716,0.3537074,2.9206277e-07,0.57956505,0.0042766035,5.833545,0.00082501024,0.95048535,0.00077190786,0.00258746,84.04149,0.0039944844,3.6590142,4.014753,596.18976,457.33148,24.182917
1.9996667,1050.1061,1.6004816,0.08648187,713.66016,0.9994007,0.009188056,1.6603444,0.004866183,0.069532916,0.35824788,2.503395e-07,0.5771378,0.004369408,5.8302765,0.0008667096,0.9499458,0.0006414562,0.0028108452,84.0521,0.0033725607,3.6681066,4.0149207,596.9089,452.99796,27.113512
1.9322994,1056.1715,1.2947372,0.07048696,672.4473,0.9994545,0.004032254,0.8430159,0.002924025,0.07324715,0.39372694,0.00085697474,0.5010103,0.0040872395,5.8200226,4.3694676e-05,0.8691058,0.0004106441,0.00014724255,83.752235,0.005644965,3.4723377,4.018638,576.7535,491.4318,71.4067
0.010572016,0.85851073,0.01796186,4.023205,2.2342196,0.0009506643,6.3591046,16.420994,0.0069880486,0.040188946,0.0016641301,1.5020371e-06,0.0037284135,0.017628044,5.8923626,0.01513551,0.00762822,0.0017342726,4.183693,89.55249,0.07191887,0.0052291155,0.0010206216,597.0689,133.36719,4.9350495
0.98065454,1000.8203,1.6369438,0.7960811,627.9508,0.9785627,0.8246869,32.450367,0.046619505,0.05344991,0.3345142,0.3087491,0.5064582,0.02597326,5.9553742,0.003284204,0.85455024,0.0061936704,0.31688184,84.12396,0.021097125,3.2318764,3.8996928,604.67914,364.9144,367.4641
1.7987643,1022.80743,1.5449834,0.39132237,668.0637,0.99006015,0.24012178,17.229052,0.021722943,0.056474745,0.33639777,0.012841019,0.51435196,0.013254911,5.9171515,0.0019345045,0.84991413,0.0037327954,0.113727845,84.018524,0.010764117,3.315846,3.9519002,599.79846,386.58978,198.29604
0.07398713,1041.4908,1.3317577,0.20933598,591.49493,0.99677813,0.08633882,5.812323,0.010437518,0.062061347,0.37697387,0.69465923,0.50139254,0.012715697,5.8605766,0.00015020817,0.80248415,0.0011772248,0.00658986,83.73088,0.015442912,3.3694415,4.01212,599.112,436.23315,377.5764
1.9915702,1034.3522,1.6586823,0.25164783,697.9602,0.9949014,0.098232925,8.726993,0.020571053,0.06197372,0.34071428,3.170967e-05,0.5383002,0.008968204,5.8939605,0.0024272844,0.88500005,0.0027979715,0.054470792,84.05246,0.0071930755,3.4373975,3.9808486,602.6962,405.9802,75.3911
1.8334922,1047.6172,1.3955157,0.13140887,665.0098,0.9983661,0.022049248,2.7343297,0.005152762,0.06674459,0.37518704,0.00645659,0.5193078,0.007075608,5.8577847,0.00015668571,0.8581682,0.0009717536,0.0020775318,83.88432,0.007631921,3.4273448,4.014352,585.4082,459.14172,116.11236
2.8967857e-05,1061.79,1.0723289,0.12102425,640.44385,0.99878955,0.16125292,1.7884364,0.006518632,0.061165232,0.3665812,0.6999999,0.49823055,0.015921354,5.8295035,8.047074e-05,0.7101198,0.0007920626,0.00420738,83.51165,0.012281843,3.6488898,4.018045,592.8919,381.69803,728.25824
0.009903133,0.39621592,0.011405468,3.6667361,1.1990907,0.0004272461,6.0143323,13.544866,0.0045864284,0.033821672,0.0010667437,6.2584877e-07,0.0027620555,0.015529335,5.8950424,0.013367971,0.004571867,0.0013941404,4.185246,89.57212,0.07789542,0.0027686357,0.0004136878,597.11115,126.69819,2.9893248
1.9995257,1053.9932,1.5642948,0.09802282,716.0915,0.999393,0.00821054,1.486949,0.005058557,0.06913797,0.35795605,4.3809413e-07,0.5723362,0.004157573,5.830358,0.00057171436,0.9527039,0.0006430167,0.0016726148,84.013054,0.0042509907,3.6379933,4.0157046,595.479,458.4982,24.19623
1.9891014,1028.3115,1.6927525,0.3249541,696.0572,0.9948101,0.115680695,12.4419565,0.025988609,0.060200654,0.33419216,4.0847062e-05,0.53634775,0.008969635,5.882613,0.0036285087,0.8947895,0.0028942996,0.09246151,84.14484,0.0066477447,3.4055614,3.9556844,609.3074,394.638,77.80844
0.45310837,1065.2905,1.1798708,0.03440678,596.0586,0.9998591,0.0015795231,0.41221827,0.0016498566,0.07790558,0.42129728,0.4825251,0.48350763,0.004509479,5.799432,3.8921835e-06,0.8780692,0.00014124037,1.0085106e-05,83.46238,0.009348551,3.4896026,4.019813,566.95447,517.649,144.46805
0.0030028224,0.03550172,0.0036203563,3.8393407,0.28728336,3.3080578e-05,4.148094,9.110251,0.0027342439,0.02610373,0.00029608846,4.172325e-08,0.00083715917,0.009835511,5.902461,0.009833174,0.0013515413,0.00077408465,4.2155323,89.61595,0.081957705,0.00041615963,5.0797462e-05,607.7119,118.563545,0.44240585
1.9727527,1031.2487,1.5510297,0.3149584,677.968,0.995062,0.10339767,9.666559,0.015657336,0.06116566,0.33675447,0.00037256777,0.53925705,0.008962959,5.8947644,0.0016052618,0.8885434,0.0019886454,0.050609708,84.00495,0.009812962,3.4117725,3.9856498,597.9669,403.22113,97.412605
4.810095e-05,1064.9441,1.0640745,0.107474625,609.9425,0.99916387,0.079236925,1.3639289,0.0047332346,0.064751305,0.37920424,0.69999975,0.506233,0.011585355,5.8215327,4.8822163e-05,0.7294368,0.00052493066,0.001637443,83.463005,0.012032863,3.6453528,4.0187182,588.3106,410.31448,686.921
